school,ses,mathach,sector
1462,-0.378,13.809,Catholic
1462,-0.918,7.964,Catholic
1462,0.222,2.142,Catholic
1462,0.312,6.035,Catholic
1462,-0.488,17.996,Catholic
1462,0.302,20.792,Catholic
1462,-0.868,9.909,Catholic
1462,-0.708,5.189,Catholic
1462,-1.178,7.772,Catholic
1462,-0.498,12.074,Catholic
1462,0.032,15.103,Catholic
1462,-1.318,11.252,Catholic
1462,-1.948,1.283,Catholic
1462,-0.738,16.975,Catholic
1462,-0.558,8.762,Catholic
1462,-0.518,6.789,Catholic
1462,-1.098,12.283,Catholic
1462,-0.778,11.479,Catholic
1462,-1.068,9.071,Catholic
1462,-0.388,9.474,Catholic
1462,0.222,12.089,Catholic
1462,0.112,16.534,Catholic
1462,-0.528,6.331,Catholic
1462,-0.398,10.386,Catholic
1462,-0.358,8.163,Catholic
1462,-0.598,18.801,Catholic
1462,-1.708,22.581,Catholic
1462,-0.268,16.095,Catholic
1462,-2.058,5.321,Catholic
1462,0.402,3.819,Catholic
1477,-0.178,14.15,Catholic
1477,-0.108,3.976,Catholic
1477,0.262,3.846,Catholic
1477,-0.358,5.238,Catholic
1477,0.982,9.349,Catholic
1477,0.462,23.765,Catholic
1477,-0.208,22.84,Catholic
1477,0.812,1.606,Catholic
1477,-0.388,19.269,Catholic
1477,0.282,17.191,Catholic
1477,0.012,16.288,Catholic
1477,0.392,7.106,Catholic
1477,-1.068,20.714,Catholic
1477,0.662,18.171,Catholic
1477,0.002,21.951,Catholic
1477,-0.388,-2.832,Catholic
1477,1.222,20.246,Catholic
1477,-0.368,21.75,Catholic
1477,-0.588,16.337,Catholic
1477,0.642,16.061,Catholic
1477,0.892,11.724,Catholic
1477,1.152,19.401,Catholic
1477,-0.518,2.186,Catholic
1477,0.002,23.204,Catholic
1477,0.202,12.755,Catholic
1477,1.512,14.076,Catholic
1477,-0.238,22.493,Catholic
1477,0.022,22.714,Catholic
1477,0.562,11.031,Catholic
1477,-0.658,18.777,Catholic
1477,0.352,24.107,Catholic
1477,0.702,23.004,Catholic
1477,-0.588,8.136,Catholic
1477,0.152,10.714,Catholic
1477,-0.218,12.59,Catholic
1477,0.932,14.732,Catholic
1477,1.312,22.396,Catholic
1477,0.352,16.304,Catholic
1477,-0.748,16.19,Catholic
1477,0.652,7.275,Catholic
1477,0.652,14.809,Catholic
1477,0.042,-0.203,Catholic
1477,-0.808,17.967,Catholic
1477,1.342,24.247,Catholic
1477,1.512,6.946,Catholic
1477,0.492,17.791,Catholic
1477,0.152,8.856,Catholic
1477,-0.818,10.349,Catholic
1477,-0.918,9.44,Catholic
1477,1.072,4.999,Catholic
1477,0.252,7.873,Catholic
1477,-0.548,17.007,Catholic
1477,0.072,16.262,Catholic
1477,-1.408,0.466,Catholic
1477,0.052,18.887,Catholic
1477,-0.118,24.812,Catholic
1477,1.212,15.245,Catholic
1477,-0.268,14.958,Catholic
1477,-0.248,12.508,Catholic
1477,0.632,21.853,Catholic
1477,-0.158,20.844,Catholic
1477,-0.208,5.418,Catholic
1499,-0.678,5.608,Public
1499,-0.158,18.352,Public
1499,-0.468,5.949,Public
1499,-0.148,-1.462,Public
1499,-0.928,4.087,Public
1499,-0.218,10.258,Public
1499,0.662,21.791,Public
1499,-0.228,1.365,Public
1499,-0.368,1.73,Public
1499,0.342,5.093,Public
1499,0.692,17.572,Public
1499,-0.898,11.211,Public
1499,-0.578,6.018,Public
1499,-1.178,6.394,Public
1499,-1.608,14.681,Public
1499,-1.048,11.868,Public
1499,0.382,2.404,Public
1499,-0.958,2.042,Public
1499,0.432,11.685,Public
1499,-1.808,-0.818,Public
1499,-1.068,6.718,Public
1499,-0.008,13.72,Public
1499,0.222,21.907,Public
1499,-0.498,-2.195,Public
1499,-0.258,8.519,Public
1499,-1.788,1.679,Public
1499,-0.648,-1.744,Public
1499,-0.178,6.795,Public
1499,-1.078,4.179,Public
1499,-0.398,7.709,Public
1499,0.832,5.35,Public
1499,-0.678,0.259,Public
1499,-0.348,7.983,Public
1499,0.192,9.901,Public
1499,-1.468,2.497,Public
1499,0.362,23.542,Public
1499,-0.328,13.571,Public
1499,-0.148,21.421,Public
1499,-0.938,3.676,Public
1499,-0.018,4.856,Public
1499,0.842,14.056,Public
1499,-1.598,1.67,Public
1499,-0.218,8.401,Public
1499,-1.068,10.964,Public
1499,-0.628,11.955,Public
1499,-1.068,1.647,Public
1499,-1.118,4.267,Public
1499,-0.228,5.376,Public
1499,0.282,6.672,Public
1499,-1.818,8.532,Public
1499,0.542,5.681,Public
1499,-1.718,2.727,Public
1499,0.102,7.88,Public
1637,-0.158,4.213,Public
1637,-0.658,10.524,Public
1637,0.622,5.571,Public
1637,-1.748,4.062,Public
1637,0.232,9.826,Public
1637,-0.368,-0.538,Public
1637,-0.388,7.032,Public
1637,-1.238,-1.437,Public
1637,-0.968,3.77,Public
1637,-0.498,6.689,Public
1637,-0.028,-2.832,Public
1637,-1.688,1.74,Public
1637,-0.648,4.814,Public
1637,-0.688,7.723,Public
1637,-1.408,3.595,Public
1637,0.742,24.993,Public
1637,-1.948,17.621,Public
1637,-0.688,18.052,Public
1637,-1.518,7.138,Public
1637,-0.758,2.202,Public
1637,-1.278,6.065,Public
1637,-1.548,11.613,Public
1637,-0.708,-1.211,Public
1637,0.242,14.536,Public
1637,-1.748,-2.374,Public
1637,0.362,20.394,Public
1637,-0.568,5.87,Public
1906,0.132,14.449,Catholic
1906,0.382,20.455,Catholic
1906,1.082,22.826,Catholic
1906,-0.538,16.801,Catholic
1906,0.992,9.995,Catholic
1906,-0.588,23.482,Catholic
1906,0.822,17.985,Catholic
1906,0.702,14.63,Catholic
1906,1.012,16.667,Catholic
1906,0.602,14.171,Catholic
1906,-0.298,20.115,Catholic
1906,-0.518,4.805,Catholic
1906,0.592,22.107,Catholic
1906,0.382,21.122,Catholic
1906,0.152,10.484,Catholic
1906,-0.088,21.028,Catholic
1906,0.202,24.457,Catholic
1906,-0.278,0.901,Catholic
1906,-0.508,13.83,Catholic
1906,1.512,23.345,Catholic
1906,1.122,22.222,Catholic
1906,1.512,7.865,Catholic
1906,-0.068,14.798,Catholic
1906,0.462,11.586,Catholic
1906,0.362,7.297,Catholic
1906,1.082,21.556,Catholic
1906,1.512,18.386,Catholic
1906,0.802,23.062,Catholic
1906,0.272,12.15,Catholic
1906,1.152,24.247,Catholic
1906,1.122,18.531,Catholic
1906,-0.138,4.94,Catholic
1906,0.292,7.663,Catholic
1906,0.272,16.426,Catholic
1906,-0.138,24.479,Catholic
1906,1.292,22.59,Catholic
1906,1.422,18.189,Catholic
1906,0.952,15.602,Catholic
1906,0.002,11.04,Catholic
1906,0.532,12.916,Catholic
1906,1.512,6.992,Catholic
1906,1.012,24.479,Catholic
1906,-0.378,8.609,Catholic
1906,0.632,12.152,Catholic
1906,0.892,21.572,Catholic
1906,1.292,17.926,Catholic
1906,0.282,-1.603,Catholic
1906,0.102,23.231,Catholic
1906,1.012,10.257,Catholic
1906,-0.048,20.194,Catholic
1906,1.012,16.312,Catholic
1906,0.412,17.127,Catholic
1906,-0.188,20.66,Catholic
1909,0.482,12.165,Public
1909,0.272,18.478,Public
1909,-1.288,7.892,Public
1909,0.762,8.645,Public
1909,0.642,17.342,Public
1909,1.172,8.357,Public
1909,0.182,13.907,Public
1909,0.972,23.096,Public
1909,-0.028,7.539,Public
1909,1.022,23.286,Public
1909,0.892,14.593,Public
1909,-0.018,22.053,Public
1909,-0.478,12.5,Public
1909,1.512,23.93,Public
1909,-0.138,4.605,Public
1909,-0.718,15.322,Public
1909,-0.738,5.69,Public
1909,-0.148,18.638,Public
1909,0.892,17.06,Public
1909,0.532,19.385,Public
1909,-0.178,17.416,Public
1909,-0.118,20.664,Public
1909,0.312,22.585,Public
1909,-0.258,16,Public
1909,0.682,7.327,Public
1909,0.332,12.279,Public
1909,1.362,8.132,Public
1909,-0.968,4.967,Public
1942,0.802,16.387,Public
1942,1.072,24.993,Public
1942,0.702,21.084,Public
1942,0.922,22.337,Public
1942,1.372,12.398,Public
1942,0.412,24.041,Public
1942,1.162,23.856,Public
1942,-0.568,20.514,Public
1942,1.282,23.023,Public
1942,0.052,11.015,Public
1942,0.552,15.63,Public
1942,1.052,23.613,Public
1942,1.192,16.903,Public
1942,0.312,13.926,Public
1942,1.152,17.344,Public
1942,0.212,20.979,Public
1942,0.902,11.204,Public
1942,1.032,22.116,Public
1942,0.002,9.468,Public
1942,0.132,18.211,Public
1942,-0.298,22.681,Public
1942,0.442,21.991,Public
1942,0.642,14.13,Public
1942,1.242,20.088,Public
1942,1.192,24.479,Public
1942,0.442,22.288,Public
1942,1.512,3.209,Public
1942,0.532,14.702,Public
1942,0.322,12.606,Public
1946,1.002,24.993,Public
1946,-0.308,9.154,Public
1946,1.312,19.017,Public
1946,0.882,21.062,Public
1946,0.012,18.04,Public
1946,1.382,11.075,Public
1946,-0.278,7.84,Public
1946,0.462,22.326,Public
1946,0.052,1.755,Public
1946,-1.068,7.341,Public
1946,0.762,23.834,Public
1946,0.462,4.784,Public
1946,0.102,8.755,Public
1946,0.172,7.833,Public
1946,0.062,11.71,Public
1946,0.492,22.986,Public
1946,-0.758,16.863,Public
1946,0.632,2.913,Public
1946,-1.058,21.883,Public
1946,-0.648,6.358,Public
1946,-0.118,7.938,Public
1946,-1.378,7.937,Public
1946,0.492,22.254,Public
1946,-1.248,8.375,Public
1946,0.402,18.362,Public
1946,0.312,12.624,Public
1946,-0.588,14.393,Public
1946,-0.008,19.117,Public
1946,0.012,22.354,Public
1946,-0.458,17.672,Public
1946,-1.398,3.605,Public
1946,-0.128,7.778,Public
1946,0.792,14.635,Public
1946,-0.248,10.79,Public
1946,-0.158,6.149,Public
1946,-0.138,4.468,Public
1946,-0.318,3.209,Public
1946,0.802,11.625,Public
1946,-0.138,19.622,Public
2030,0.382,16.028,Public
2030,0.862,12.927,Public
2030,0.072,9.733,Public
2030,0.782,20.932,Public
2030,1.512,7.054,Public
2030,1.022,4.461,Public
2030,1.182,18.399,Public
2030,1.202,15.332,Public
2030,-0.218,11.536,Public
2030,0.402,15.893,Public
2030,-0.458,5.912,Public
2030,0.552,23.108,Public
2030,0.932,5.129,Public
2030,-0.828,9.32,Public
2030,-0.918,8.255,Public
2030,-0.118,4.756,Public
2030,0.972,9.184,Public
2030,-0.878,6.21,Public
2030,0.472,14.699,Public
2030,1.512,15.463,Public
2030,-0.188,2.796,Public
2030,-0.538,15.564,Public
2030,-0.538,13.452,Public
2030,0.712,16.257,Public
2030,0.172,19.887,Public
2030,-1.178,11.883,Public
2030,0.172,2.731,Public
2030,0.982,4.696,Public
2030,1.142,1.227,Public
2030,0.702,15.608,Public
2030,1.072,24.297,Public
2030,1.042,2.625,Public
2030,0.282,22.167,Public
2030,-0.648,10.916,Public
2030,-0.178,5.366,Public
2030,0.212,9.004,Public
2030,0.932,13.732,Public
2030,0.502,19.118,Public
2030,0.272,23.736,Public
2030,-0.078,4.328,Public
2030,0.242,6.72,Public
2030,0.112,12.692,Public
2030,-0.118,19.624,Public
2030,1.302,16.604,Public
2030,0.212,16.569,Public
2030,0.352,11.47,Public
2030,0.042,10.275,Public
2208,0.702,20.633,Catholic
2208,0.002,17.075,Catholic
2208,-0.318,5.958,Catholic
2208,1.022,12.663,Catholic
2208,-0.268,13.684,Catholic
2208,-0.148,17.699,Catholic
2208,1.652,16.658,Catholic
2208,1.202,23.449,Catholic
2208,0.012,23.822,Catholic
2208,-0.478,7.847,Catholic
2208,1.392,18.46,Catholic
2208,1.122,22.136,Catholic
2208,0.842,21.007,Catholic
2208,1.152,23.141,Catholic
2208,0.202,7.237,Catholic
2208,0.662,22.057,Catholic
2208,-0.298,4.206,Catholic
2208,0.772,17.56,Catholic
2208,0.792,12.281,Catholic
2208,1.392,17.706,Catholic
2208,0.432,20.026,Catholic
2208,-0.108,21.744,Catholic
2208,0.982,17.163,Catholic
2208,0.852,11.373,Catholic
2208,-0.188,6.795,Catholic
2208,-0.598,23.159,Catholic
2208,0.562,14.315,Catholic
2208,0.182,3.51,Catholic
2208,-0.118,10.983,Catholic
2208,0.632,13.021,Catholic
2208,-0.438,7.956,Catholic
2208,0.202,8.782,Catholic
2208,1.002,7.155,Catholic
2208,0.572,17.536,Catholic
2208,0.182,4.786,Catholic
2208,0.482,14.15,Catholic
2208,-0.068,19.604,Catholic
2208,-0.348,16.841,Catholic
2208,-0.908,17.839,Catholic
2208,0.772,6.078,Catholic
2208,0.702,11.21,Catholic
2208,0.932,12.497,Catholic
2208,0.932,23.529,Catholic
2208,-0.468,18.196,Catholic
2208,-0.118,16.353,Catholic
2208,0.792,20.628,Catholic
2208,0.202,24.707,Catholic
2208,0.212,21.009,Catholic
2208,0.142,21.89,Catholic
2208,0.112,22.16,Catholic
2208,-0.368,8.438,Catholic
2208,0.782,9.796,Catholic
2208,1.182,23.955,Catholic
2208,1.122,16.76,Catholic
2208,1.202,16.302,Catholic
2208,0.682,19.196,Catholic
2208,0.802,11.457,Catholic
2208,1.032,20.3,Catholic
2208,0.242,14.845,Catholic
2208,-0.218,2.957,Catholic
2277,-0.718,3.472,Catholic
2277,1.762,4.261,Catholic
2277,-1.258,6.328,Catholic
2277,-0.678,10.308,Catholic
2277,-0.708,4.097,Catholic
2277,-0.598,10.24,Catholic
2277,-1.148,8.089,Catholic
2277,-0.798,6.932,Catholic
2277,-1.378,20.906,Catholic
2277,-0.398,3.522,Catholic
2277,-0.548,13.643,Catholic
2277,-0.948,12.865,Catholic
2277,-0.138,8.642,Catholic
2277,-1.198,5.252,Catholic
2277,-1.008,15.778,Catholic
2277,-0.858,10.371,Catholic
2277,-0.468,3.235,Catholic
2277,-0.678,4.782,Catholic
2277,-0.188,3.677,Catholic
2277,-0.218,18.532,Catholic
2277,0.502,1.938,Catholic
2277,-0.208,8.293,Catholic
2277,-0.768,12.412,Catholic
2277,-0.988,16.13,Catholic
2277,-1.448,2.891,Catholic
2277,-1.718,6.701,Catholic
2277,0.052,12.075,Catholic
2277,-0.178,10.425,Catholic
2277,-1.308,12.573,Catholic
2277,-1.648,9.146,Catholic
2277,-1.058,4.559,Catholic
2277,-1.158,2.38,Catholic
2277,-0.778,8.309,Catholic
2277,0.582,6.061,Catholic
2277,-0.428,6.098,Catholic
2277,-1.458,16.248,Catholic
2277,-1.178,2.462,Catholic
2277,-1.498,4.069,Catholic
2277,-1.278,15.922,Catholic
2277,-0.398,18.118,Catholic
2277,0.562,13.484,Catholic
2277,-0.528,4.579,Catholic
2277,-1.438,14.009,Catholic
2277,-0.898,-1.722,Catholic
2277,0.122,4.322,Catholic
2277,-1.208,10.92,Catholic
2277,-1.128,5.081,Catholic
2277,0.442,5.449,Catholic
2277,-1.058,12.725,Catholic
2277,-0.858,14.231,Catholic
2277,-1.078,8.338,Catholic
2277,-1.028,18.592,Catholic
2277,-1.328,14.476,Catholic
2277,-0.298,11.975,Catholic
2277,-1.008,10.967,Catholic
2277,-1.808,22.731,Catholic
2277,-1.448,9.048,Catholic
2277,-0.118,2.837,Catholic
2277,-1.138,21.723,Catholic
2277,-1.388,5.467,Catholic
2277,-1.318,6.18,Catholic
2305,-0.738,16.405,Catholic
2305,-1.178,12.823,Catholic
2305,-0.308,15.256,Catholic
2305,-0.358,12.746,Catholic
2305,-1.518,10.246,Catholic
2305,-0.518,8.94,Catholic
2305,-0.368,-1.005,Catholic
2305,-0.228,17.401,Catholic
2305,0.102,15.192,Catholic
2305,0.052,16.174,Catholic
2305,-0.148,12.433,Catholic
2305,-0.528,16.331,Catholic
2305,-0.648,6.51,Catholic
2305,-0.598,4.082,Catholic
2305,-1.058,6.444,Catholic
2305,-1.178,2.734,Catholic
2305,-0.358,4.005,Catholic
2305,-1.208,14.364,Catholic
2305,0.162,5.624,Catholic
2305,-1.548,11.896,Catholic
2305,0.182,12.313,Catholic
2305,-1.178,10.839,Catholic
2305,-1.698,12.199,Catholic
2305,-0.148,15.062,Catholic
2305,-0.438,11.356,Catholic
2305,-0.388,6.292,Catholic
2305,-0.478,7.141,Catholic
2305,0.442,10.168,Catholic
2305,-0.598,10.567,Catholic
2305,-0.568,12.356,Catholic
2305,-0.058,5.074,Catholic
2305,-1.088,10.581,Catholic
2305,-1.178,13.882,Catholic
2305,-0.468,2.095,Catholic
2305,-0.568,15.898,Catholic
2305,-2.138,14.09,Catholic
2305,-1.608,11.01,Catholic
2305,-0.708,6.407,Catholic
2305,-0.008,2.079,Catholic
2305,-0.858,13.632,Catholic
2305,-0.838,15.303,Catholic
2305,-0.438,10.264,Catholic
2305,-0.888,10.004,Catholic
2305,-0.338,15.857,Catholic
2305,-1.288,18.534,Catholic
2305,0.202,10.927,Catholic
2305,1.242,9.318,Catholic
